objid,ra,dec
SSTSL2 J052404.95+020927.7,81.020646,2.157719
SSTSL2 J135236.43-612141.6,208.151817,-61.361564
SSTSL2 J153115.57-550003.1,232.814876,-55.000872
SSTSL2 J113515.13-614159.5,173.813075,-61.699875
SSTSL2 J105633.41-615118.3,164.139237,-61.85509
SSTSL2 J081054.60-371214.3,122.727519,-37.203982
SSTSL2 J193200.71+173820.8,293.002959,17.639129
SSTSL2 J052324.98+014608.5,80.854101,1.769036
SSTSL2 J193057.38+191910.8,292.739099,19.319671
SSTSL2 J223937.62+591107.2,339.906756,59.185336
SSTSL2 J192902.75+185900.7,292.261492,18.98354
SSTSL2 J231419.37+623110.8,348.580729,62.519668
SSTSL2 J060740.99-054416.1,91.920794,-5.737825
SSTSL2 J120646.69-614424.9,181.694552,-61.740274
SSTSL2 J171604.49-205219.6,259.018748,-20.872138
SSTSL2 J134708.68-302757.0,206.78618,-30.465837
SSTSL2 J150913.54-571930.2,227.306426,-57.325059
SSTSL2 J184122.17-070712.6,280.342383,-7.120178
SSTSL2 J173701.02+660121.8,264.254283,66.022742
SSTSL2 J100218.84+015457.9,150.578503,1.916085
SSTSL2 J223820.85+584225.3,339.586894,58.707033
SSTSL2 J054031.24-703342.2,85.130193,-70.561742
SSTSL2 J175702.62-300639.1,269.260935,-30.110884
SSTSL2 J222227.40+603817.1,335.614189,60.63811
SSTSL2 J052401.39+021147.3,81.005817,2.196494
SSTSL2 J122423.47-633610.3,186.097815,-63.602885
SSTSL2 J071825.72-250325.4,109.607168,-25.057067
SSTSL2 J182901.53-125237.4,277.256379,-12.877082
SSTSL2 J171143.16-273058.4,257.929858,-27.516241
SSTSL2 J023820.52+620457.1,39.585535,62.082546
SSTSL2 J030003.19+523916.3,45.013333,52.654535
SSTSL2 J125649.42-631100.2,194.205944,-63.1834
SSTSL2 J050046.48-672641.6,75.193687,-67.444905
SSTSL2 J132615.88-623728.3,201.566169,-62.624547
SSTSL2 J114939.88-620143.9,177.41617,-62.028872
SSTSL2 J194049.64+210354.1,295.206849,21.065039
SSTSL2 J121729.01-620147.7,184.370887,-62.02994
SSTSL2 J174732.99+054630.1,266.887476,5.775055
SSTSL2 J132622.88-615648.5,201.595342,-61.94682
SSTSL2 J224123.04+605514.5,340.346019,60.920705
SSTSL2 J193717.63+192629.8,294.323459,19.441625
SSTSL2 J125205.89-620336.9,193.024566,-62.060261
SSTSL2 J153930.56-563305.1,234.877354,-56.551432
SSTSL2 J190845.20+095626.1,287.18835,9.940604
SSTSL2 J122341.24-661833.0,185.921852,-66.309182
SSTSL2 J174653.91-242155.7,266.72465,-24.365483
SSTSL2 J193226.79+191635.8,293.11164,19.276624
SSTSL2 J052340.45+243434.2,80.918552,24.576185
SSTSL2 J221633.52+564712.0,334.139675,56.786677
SSTSL2 J053358.15-043624.7,83.492318,-4.606887
SSTSL2 J171346.54-272918.9,258.443939,-27.488599
SSTSL2 J193635.03+210611.9,294.145986,21.103307
SSTSL2 J194925.36+254131.8,297.355681,25.692186
SSTSL2 J115517.60-615652.6,178.823351,-61.94796
SSTSL2 J121012.46-615302.3,182.551927,-61.88398
SSTSL2 J053417.14-010935.0,83.571424,-1.159723
SSTSL2 J130736.21-765823.3,196.900898,-76.973161
SSTSL2 J223235.76+605208.9,338.149035,60.869153
SSTSL2 J022053.03+572021.3,35.220963,57.339263
SSTSL2 J120022.64-621825.5,180.094346,-62.307094
SSTSL2 J041112.48-035544.3,62.802035,-3.928998
SSTSL2 J061107.66-062708.2,92.781944,-6.452303
SSTSL2 J220826.60+585504.6,332.110867,58.917966
SSTSL2 J175014.31-253024.5,267.559666,-25.506822
SSTSL2 J194943.88+263947.0,297.432852,26.663063
SSTSL2 J070500.85-035417.3,106.253569,-3.904831
SSTSL2 J174556.85+060358.1,266.486898,6.066165
SSTSL2 J172209.40-343846.8,260.539189,-34.646336
SSTSL2 J174856.99-233432.2,267.237478,-23.575638
SSTSL2 J192749.58+185101.0,291.95659,18.850305
SSTSL2 J054542.80-000101.8,86.428341,-0.017188
SSTSL2 J215901.83+582319.0,329.757663,58.388622
SSTSL2 J075928.05-383346.0,119.866898,-38.562781
SSTSL2 J122846.08-565052.4,187.192009,-56.847913
SSTSL2 J123015.05-623256.2,187.562729,-62.54897
SSTSL2 J221320.89+593610.8,333.337053,59.603026
SSTSL2 J110245.78-594543.5,165.690773,-59.762092
SSTSL2 J034451.99+322625.3,56.216651,32.440363
SSTSL2 J203133.86+412946.8,307.891112,41.496357
SSTSL2 J163751.76+410004.8,249.465673,41.001347
SSTSL2 J175336.06-225044.7,268.400261,-22.845752
SSTSL2 J175137.90-284441.0,267.907954,-28.744735
SSTSL2 J180723.04-233509.9,271.846039,-23.586104
SSTSL2 J162120.75-371641.7,245.336469,-37.278273
SSTSL2 J133210.83-631527.0,203.045153,-63.257522
SSTSL2 J204851.69+435101.3,312.215403,43.850373
SSTSL2 J125501.73-622135.5,193.757234,-62.359871
SSTSL2 J205119.45+441930.3,312.831043,44.325106
SSTSL2 J121309.28-205618.7,183.288697,-20.938535
SSTSL2 J120008.47-623744.6,180.035299,-62.629081
SSTSL2 J222803.61+594813.4,337.015053,59.803736
SSTSL2 J204246.59+413246.6,310.694143,41.546298
SSTSL2 J052706.21-673317.3,81.775899,-67.554815
SSTSL2 J180232.23-283520.5,270.63431,-28.589028
SSTSL2 J191801.98+141942.6,289.508276,14.328522
SSTSL2 J054245.05-092042.6,85.687715,-9.345174
SSTSL2 J223532.67+594248.3,338.886153,59.713435
SSTSL2 J215407.41+622243.2,328.53088,62.37868
SSTSL2 J202548.09+384003.9,306.45041,38.667757
SSTSL2 J205145.99+442835.2,312.941638,44.476456
SSTSL2 J080941.28-491829.9,122.422027,-49.308328
SSTSL2 J052839.58+020220.4,82.164934,2.039005
SSTSL2 J221911.63+560236.5,334.798496,56.043488
SSTSL2 J083606.09-432730.9,129.025381,-43.458598
SSTSL2 J021838.77+570200.5,34.661554,57.033478
SSTSL2 J193351.13+194543.3,293.463048,19.762053
SSTSL2 J180955.81-213054.8,272.482543,-21.515224
SSTSL2 J195149.47+245759.9,297.956143,24.966663
SSTSL2 J070324.94-034914.0,105.853921,-3.820561
SSTSL2 J173555.49-332029.4,263.981239,-33.341519
SSTSL2 J202557.94+402228.5,306.49142,40.374604
SSTSL2 J115200.28-623440.5,178.001168,-62.577936
SSTSL2 J172432.86+592647.0,261.136933,59.446399
SSTSL2 J194621.55+262424.7,296.589824,26.406863
SSTSL2 J180940.31-224407.7,272.417959,-22.735484
SSTSL2 J194030.62+235632.0,295.127599,23.942232
SSTSL2 J162118.32-480952.4,245.326365,-48.164564
SSTSL2 J032613.89+590103.0,51.557907,59.017521
SSTSL2 J124903.50-620035.7,192.264613,-62.009942
SSTSL2 J082203.07+205717.9,125.512826,20.954987
SSTSL2 J194141.70+224034.5,295.423761,22.676258
SSTSL2 J192519.90+174917.9,291.332958,17.821647
SSTSL2 J223550.31+603345.5,338.959654,60.562653
SSTSL2 J115150.19-620226.5,177.959161,-62.040719
SSTSL2 J175729.44-284047.6,269.372668,-28.679906
SSTSL2 J195058.84+272744.5,297.745207,27.462386
SSTSL2 J180454.28-273753.3,271.2262,-27.631497
SSTSL2 J115259.88-621403.6,178.249513,-62.234336
SSTSL2 J205812.33+442058.1,314.551384,44.349478
SSTSL2 J191413.09+091233.6,288.554546,9.209353
SSTSL2 J203018.56+385713.3,307.577374,38.953709
SSTSL2 J180328.87-300335.0,270.87031,-30.059723
SSTSL2 J194457.67+252509.7,296.240299,25.419361
SSTSL2 J053924.73-654501.6,84.853083,-65.75046
SSTSL2 J165738.66-411126.5,254.411099,-41.190722
SSTSL2 J221114.94+582924.2,332.812272,58.490056
SSTSL2 J223132.57+595940.8,337.885722,59.994681
SSTSL2 J100217.91+022526.0,150.574627,2.423911
SSTSL2 J140531.76-622026.7,211.382364,-62.340756
SSTSL2 J195338.69+284315.2,298.411225,28.720916
SSTSL2 J115520.28-623309.9,178.834539,-62.552767
SSTSL2 J021903.41+572914.6,34.764213,57.487411
SSTSL2 J185448.66+000846.8,283.702765,0.146338
SSTSL2 J194347.99+242434.7,295.949996,24.409651
SSTSL2 J105257.56+693139.2,163.239862,69.527582
SSTSL2 J203803.42+385415.4,309.514273,38.904289
SSTSL2 J204350.68+400108.8,310.961206,40.01912
SSTSL2 J195345.32+260236.9,298.43885,26.043585
SSTSL2 J084135.19-525718.0,130.396661,-52.955001
SSTSL2 J161139.29-380000.7,242.913737,-38.000203
SSTSL2 J223515.25+601354.7,338.813569,60.231861
SSTSL2 J171429.18-385603.8,258.621593,-38.934401
SSTSL2 J193931.55+235256.1,294.88146,23.882274
SSTSL2 J222536.00+604311.2,336.400039,60.719784
SSTSL2 J194229.60+215946.2,295.623343,21.99617
SSTSL2 J202709.31+391421.3,306.788801,39.239276
SSTSL2 J061151.11-063023.1,92.962979,-6.506435
SSTSL2 J223311.87+610435.9,338.299467,61.07665
SSTSL2 J194648.62+232140.1,296.702585,23.361163
SSTSL2 J214708.82+472807.9,326.786761,47.468878
SSTSL2 J004405.64-724558.1,11.023512,-72.766148
SSTSL2 J175617.44-221053.8,269.072693,-22.181624
SSTSL2 J195024.34+282637.7,297.601446,28.443825
SSTSL2 J224038.75+603703.9,340.161492,60.617753
SSTSL2 J114117.75-620256.1,175.323993,-62.048931
SSTSL2 J171510.53-401614.6,258.793905,-40.270748
SSTSL2 J224040.38+601526.0,340.168276,60.257231
SSTSL2 J141419.09-605721.3,213.579554,-60.955918
SSTSL2 J191621.12+133843.5,289.088023,13.645437
SSTSL2 J022002.87+570505.9,35.011979,57.084982
SSTSL2 J192457.41+164412.9,291.239234,16.736924
SSTSL2 J083939.09-532404.6,129.912899,-53.401284
SSTSL2 J132541.39-631305.9,201.42248,-63.218314
SSTSL2 J061500.09-062654.8,93.750408,-6.44857
SSTSL2 J173405.79-323252.2,263.524127,-32.547857
SSTSL2 J173926.10-314046.6,264.858785,-31.679623
SSTSL2 J060457.42-070426.5,91.239268,-7.074028
SSTSL2 J053441.46+100804.8,83.67278,10.134694
SSTSL2 J064108.85+095301.1,100.28689,9.88365
SSTSL2 J190137.00+062857.8,285.404208,6.482729
SSTSL2 J192906.04+192103.3,292.275179,19.350925
SSTSL2 J205200.15+441958.9,313.000655,44.333052
SSTSL2 J053806.75-004318.5,84.528163,-0.721831
SSTSL2 J223804.84+593311.9,339.520194,59.553309
SSTSL2 J194948.07+271005.0,297.450308,27.16807
SSTSL2 J194832.48+273851.9,297.135346,27.647753
SSTSL2 J164208.31-444045.1,250.53463,-44.679206
SSTSL2 J202009.22+410742.7,305.038455,41.128547
SSTSL2 J182820.05-021849.6,277.08357,-2.313791
SSTSL2 J025754.09+202724.8,44.475383,20.456891
SSTSL2 J221805.66+575146.7,334.523612,57.862988
SSTSL2 J223941.45+612926.0,339.922733,61.490573
SSTSL2 J193321.41+210619.3,293.339242,21.105377
SSTSL2 J174516.94+053034.3,266.320617,5.509532
SSTSL2 J054304.56-081639.2,85.769029,-8.277561
SSTSL2 J052513.50+022430.5,81.306286,2.408485
SSTSL2 J194032.52+203834.7,295.135527,20.642998
SSTSL2 J194349.97+250003.6,295.958235,25.001008
SSTSL2 J084002.53-532651.5,130.010573,-53.447651
SSTSL2 J114749.65-584016.2,176.956913,-58.671183
SSTSL2 J054230.86-081045.7,85.628608,-8.179367
SSTSL2 J060535.78-064311.1,91.399109,-6.719764
SSTSL2 J104822.61+584135.1,162.094223,58.693096
SSTSL2 J221947.22+591928.8,334.946752,59.324674
SSTSL2 J180017.84-222517.2,270.074349,-22.42147
SSTSL2 J125446.50-621055.1,193.693791,-62.181977
SSTSL2 J083953.40-531324.6,129.97252,-53.223518
SSTSL2 J152853.19-570857.1,232.221639,-57.149208
SSTSL2 J220815.49+292245.9,332.064558,29.379435
SSTSL2 J054109.10-093214.6,85.287944,-9.537396
SSTSL2 J225727.17+605742.8,344.363228,60.961896
SSTSL2 J125326.79-622452.7,193.361637,-62.414657
SSTSL2 J194520.36+260708.6,296.334843,26.119078
SSTSL2 J171643.02+602713.6,259.179258,60.453796
SSTSL2 J044404.06-710836.1,71.016931,-71.143367
SSTSL2 J194346.29+252251.7,295.942878,25.381036
SSTSL2 J180830.75-220246.2,272.12815,-22.046167
SSTSL2 J225911.86+603806.9,344.799424,60.635268
SSTSL2 J143558.22-594422.6,218.992595,-59.739631
SSTSL2 J193528.32+184751.1,293.868036,18.79753
SSTSL2 J191100.65+094543.6,287.752731,9.762111
SSTSL2 J143304.75-610645.0,218.269812,-61.1125
SSTSL2 J125002.81-785149.2,192.511744,-78.863677
SSTSL2 J142107.40+531523.6,215.28087,53.256573
SSTSL2 J223017.75+585255.8,337.573974,58.882186
SSTSL2 J143010.17-593857.6,217.542413,-59.649349
SSTSL2 J182648.67-030539.4,276.702801,-3.094301
SSTSL2 J204727.97+002524.1,311.866549,0.423368
SSTSL2 J063428.47+075353.9,98.618651,7.898326
SSTSL2 J110455.01-600526.3,166.229214,-60.090645
SSTSL2 J204419.68+412944.8,311.082036,41.495802
SSTSL2 J192609.83+180238.3,291.540967,18.043979
SSTSL2 J053544.18-062816.3,83.934091,-6.47122
SSTSL2 J125623.57-054125.9,194.098233,-5.690528
SSTSL2 J135406.92-605611.3,208.528873,-60.936474
SSTSL2 J180352.77-251029.6,270.969899,-25.174893
SSTSL2 J162452.30-250127.0,246.217949,-25.02417
SSTSL2 J030724.81+591500.7,46.853399,59.250209
SSTSL2 J194851.93+275928.2,297.216383,27.991171
SSTSL2 J221051.28+573315.3,332.713684,57.554267
SSTSL2 J053626.85-055630.1,84.111898,-5.941717
SSTSL2 J185428.02-002754.0,283.616773,-0.465025
SSTSL2 J195016.62+254541.1,297.569277,25.761429
SSTSL2 J062653.57-043811.8,96.72324,-4.636634
SSTSL2 J053139.00-012746.0,82.912516,-1.462785
SSTSL2 J215322.17+623634.5,328.342385,62.609596
SSTSL2 J180110.97-252240.1,270.29573,-25.377822
SSTSL2 J221708.10+001456.8,334.283759,0.249135
SSTSL2 J174309.09-340457.7,265.787878,-34.082716
SSTSL2 J192956.33+192156.0,292.48472,19.365578
SSTSL2 J193935.15+230845.5,294.896494,23.145998
SSTSL2 J193623.28+185704.0,294.097023,18.951132
SSTSL2 J222922.28+602620.8,337.342835,60.439136
SSTSL2 J233459.50+154417.0,353.74795,15.738082
SSTSL2 J105744.25-591055.5,164.434375,-59.182091
SSTSL2 J124900.99-621812.0,192.25415,-62.303356
SSTSL2 J213717.41+572927.4,324.322582,57.49095
SSTSL2 J115011.04-615436.8,177.546003,-61.910225
SSTSL2 J220319.40+584043.1,330.830856,58.678661
SSTSL2 J204603.89+420228.2,311.516233,42.041186
SSTSL2 J164431.72-471940.3,251.132185,-47.327888
SSTSL2 J114628.51-620247.1,176.618829,-62.046427
SSTSL2 J025123.63+601415.6,42.848476,60.237672
SSTSL2 J060717.84-063119.4,91.82437,-6.522066
SSTSL2 J075911.03-383939.1,119.795958,-38.66088
SSTSL2 J113734.33-613400.0,174.393048,-61.566671
SSTSL2 J021810.81+571345.4,34.545077,57.22928
SSTSL2 J105227.97+571522.6,163.116557,57.25628
SSTSL2 J105227.97+571522.5,163.116546,57.256272
SSTSL2 J195004.35+260130.5,297.518143,26.025147
SSTSL2 J054152.99-660053.0,85.470823,-66.014733
SSTSL2 J172420.50+590643.9,261.08544,59.11221
SSTSL2 J194424.48+253651.7,296.102029,25.614368
SSTSL2 J223728.53+584541.6,339.368914,58.761574
SSTSL2 J193525.35+184921.6,293.855635,18.822685
SSTSL2 J052653.91+021805.4,81.724652,2.301521
SSTSL2 J182941.22+004901.8,277.421767,0.817183
SSTSL2 J075816.03-384548.4,119.566831,-38.763456
SSTSL2 J231224.91+622058.4,348.10382,62.349579
SSTSL2 J072913.34-144505.7,112.305604,-14.751591
SSTSL2 J201905.03+413147.6,304.770971,41.529893
SSTSL2 J125523.01-625110.8,193.845887,-62.853026
SSTSL2 J193146.72+191053.8,292.944677,19.181632
SSTSL2 J135145.00-623322.6,207.937517,-62.556305
SSTSL2 J183901.49-082132.4,279.756249,-8.359003
SSTSL2 J140924.98-653104.7,212.354114,-65.517996
SSTSL2 J104039.22-600536.2,160.163434,-60.093394
SSTSL2 J224511.17+592054.4,341.296556,59.348451
SSTSL2 J224034.03+593721.8,340.141816,59.622733
SSTSL2 J193754.49+231553.6,294.477061,23.26491
SSTSL2 J192215.83+130148.6,290.56596,13.030184
SSTSL2 J165037.96-425427.5,252.658189,-42.90764
SSTSL2 J223205.70+602723.3,338.023762,60.456493
SSTSL2 J190109.93+062741.9,285.291397,6.461646
SSTSL2 J220621.42+571555.4,331.58929,57.265396
SSTSL2 J220316.39+573424.8,330.818308,57.573558
SSTSL2 J174958.28-231526.7,267.492857,-23.257436
SSTSL2 J163238.19-493205.8,248.159152,-49.53496
SSTSL2 J204821.72+435037.9,312.090515,43.843872
SSTSL2 J174348.69-241245.8,265.952899,-24.212728
SSTSL2 J060901.69+174833.0,92.25708,17.809187
SSTSL2 J102755.76+682604.2,156.982352,68.434515
SSTSL2 J122814.02-713821.9,187.058446,-71.639439
SSTSL2 J054234.49-085338.8,85.643731,-8.894112
SSTSL2 J043028.45+354917.6,67.618542,35.821575
SSTSL2 J183837.44+001929.9,279.656025,0.324982
SSTSL2 J141035.48-650641.1,212.647836,-65.111432
SSTSL2 J213925.69+572945.5,324.857067,57.495987
SSTSL2 J223856.95+604137.1,339.737305,60.693658
SSTSL2 J214550.11+472025.2,326.458811,47.340335
SSTSL2 J194946.10+272842.2,297.442107,27.478398
SSTSL2 J070332.20-035807.0,105.884206,-3.968632
SSTSL2 J230038.29+624918.8,345.159576,62.821904
SSTSL2 J110332.86-601517.1,165.886927,-60.254769
SSTSL2 J152449.68-560749.3,231.207038,-56.130381
SSTSL2 J113230.80-615449.7,173.128364,-61.91381
SSTSL2 J053452.78-003259.4,83.71995,-0.549847
SSTSL2 J222344.36+600544.5,335.934867,60.095709
SSTSL2 J220634.40+580322.2,331.643365,58.056175
SSTSL2 J202204.79+401116.1,305.519971,40.187832
SSTSL2 J221312.00+580633.9,333.300002,58.109441
SSTSL2 J143840.12+342505.8,219.667205,34.418279
SSTSL2 J064015.11+100551.6,100.062982,10.097674
SSTSL2 J161411.25-242545.5,243.546897,-24.429327
SSTSL2 J025347.46+603846.9,43.447775,60.646387
SSTSL2 J195524.60+281401.6,298.85252,28.233796
SSTSL2 J171343.55-272136.0,258.431482,-27.360019
SSTSL2 J222018.85+580711.2,335.07857,58.119802
SSTSL2 J222559.91+594946.7,336.499638,59.829657
SSTSL2 J193353.39+190550.3,293.47249,19.097323
SSTSL2 J172449.39-240148.0,261.205818,-24.030027
SSTSL2 J192941.95+190734.6,292.424814,19.126291
SSTSL2 J173227.64-315505.8,263.115202,-31.918304
SSTSL2 J195016.49+255213.4,297.56872,25.870403
SSTSL2 J162957.94-233353.6,247.491421,-23.564902
SSTSL2 J194334.28+244739.5,295.892848,24.794328
SSTSL2 J044043.99-690112.4,70.1833,-69.020129
SSTSL2 J194840.90+254254.2,297.170419,25.715056
SSTSL2 J105413.75-615625.7,163.557312,-61.940479
SSTSL2 J220925.52+591245.1,332.356353,59.212552
SSTSL2 J195014.15+273934.8,297.55899,27.65967
SSTSL2 J194345.77+254106.3,295.940728,25.685094
SSTSL2 J222247.36+592547.9,335.697345,59.429979
SSTSL2 J180126.18-274946.8,270.35909,-27.829694
SSTSL2 J023119.81+724114.4,37.832556,72.687346
SSTSL2 J104703.32+593055.6,161.763839,59.515451
SSTSL2 J125014.29-622515.0,192.559551,-62.420849
SSTSL2 J220706.97+580027.0,331.77906,58.007525
SSTSL2 J124828.27+662357.9,192.11783,66.399433
SSTSL2 J192216.08+161944.2,290.567034,16.328959
SSTSL2 J130517.12-774423.7,196.321346,-77.739944
SSTSL2 J194454.43+253121.8,296.226795,25.522727
SSTSL2 J224955.97+594348.1,342.483226,59.730046
SSTSL2 J222808.27+590720.5,337.034488,59.122363
SSTSL2 J042337.47+263519.5,65.906152,26.58876
SSTSL2 J194959.17+253646.8,297.496576,25.613005
SSTSL2 J205316.05+444825.2,313.316915,44.807001
SSTSL2 J175557.41-293944.4,268.989235,-29.662342
SSTSL2 J165600.58-445429.1,254.002423,-44.908085
SSTSL2 J023242.56+612100.8,38.177364,61.350237
SSTSL2 J075755.02-385617.9,119.479272,-38.938309
SSTSL2 J222539.34+602806.1,336.413922,60.468377
SSTSL2 J084032.53-524818.5,130.135582,-52.805161
SSTSL2 J194927.08+271326.2,297.362861,27.223972
SSTSL2 J061419.45-055831.7,93.581057,-5.975477
SSTSL2 J182354.14-113102.8,275.97559,-11.51747
SSTSL2 J175112.60-223353.9,267.802534,-22.564996
SSTSL2 J110253.30-595653.7,165.7221,-59.948275
SSTSL2 J224731.43+591641.0,341.88097,59.27806
SSTSL2 J142559.55-594356.0,216.498157,-59.732243
SSTSL2 J142523.95+342237.3,216.349818,34.377043
SSTSL2 J174230.48-241727.2,265.627034,-24.290904
SSTSL2 J022744.83+724211.9,36.936802,72.70332
SSTSL2 J123645.25-704606.9,189.188552,-70.768603
SSTSL2 J221656.75+570333.0,334.236483,57.059183
SSTSL2 J144222.98-594725.4,220.595758,-59.7904
SSTSL2 J223723.83+392341.1,339.349292,39.394756
SSTSL2 J193919.57+201736.8,294.831578,20.293581
SSTSL2 J164910.87+345553.0,252.295332,34.931411
SSTSL2 J070414.15-033836.7,106.058981,-3.643553
SSTSL2 J021839.84+570659.9,34.666013,57.116649
SSTSL2 J233548.93+622412.1,353.95391,62.403383
SSTSL2 J193620.76+193035.9,294.08654,19.509982
SSTSL2 J053848.10-022853.6,84.700438,-2.481565
SSTSL2 J173025.99-350056.2,262.608329,-35.015628
SSTSL2 J173932.33-262444.5,264.884716,-26.412384
SSTSL2 J193544.00+214749.6,293.933343,21.797117
SSTSL2 J183225.92-065958.0,278.108009,-6.999453
SSTSL2 J010712.42-722753.9,16.801774,-72.464996
SSTSL2 J035443.85+315144.8,58.682741,31.862446
SSTSL2 J130516.16-633825.0,196.317359,-63.640294
SSTSL2 J114931.07-624249.0,177.37946,-62.713631
SSTSL2 J230048.60+614511.8,345.202535,61.753287
SSTSL2 J213930.12+572651.0,324.875535,57.447527
SSTSL2 J053558.62-010445.3,83.994282,-1.079256
SSTSL2 J021809.00+570941.8,34.537505,57.161621
SSTSL2 J195018.56+251458.4,297.577343,25.249559
SSTSL2 J143747.30+333957.6,219.447089,33.666026
SSTSL2 J225545.84+603608.6,343.941026,60.602401
SSTSL2 J060536.22-064554.0,91.40093,-6.765023
SSTSL2 J054602.53+001728.8,86.510544,0.291352
SSTSL2 J064930.56-042450.4,102.377369,-4.414014
SSTSL2 J223600.48+601229.0,339.002023,60.208071
SSTSL2 J183406.70-020931.6,278.527943,-2.158785
SSTSL2 J051327.30-650406.3,78.363786,-65.068423
SSTSL2 J053341.60-060607.3,83.42334,-6.102035
SSTSL2 J153724.83-563640.2,234.353484,-56.611188
SSTSL2 J060846.52-060607.4,92.193847,-6.102063
SSTSL2 J125922.82-625307.5,194.845104,-62.885421
SSTSL2 J193248.07+191243.2,293.200324,19.212006
SSTSL2 J224219.15+591356.8,340.579823,59.232472
SSTSL2 J054507.53+091210.7,86.281377,9.202992
SSTSL2 J125605.41-765410.6,194.022573,-76.902958
SSTSL2 J143202.92-593751.0,218.012192,-59.630844
SSTSL2 J182924.41-113720.5,277.351721,-11.622381
SSTSL2 J210146.89+770627.8,315.4454,77.107736
SSTSL2 J194853.70+275239.7,297.223769,27.877719
SSTSL2 J161640.12+554056.2,244.167196,55.682299
SSTSL2 J064024.87+104239.4,100.103662,10.710959
SSTSL2 J022137.09+571522.0,35.404571,57.256135
SSTSL2 J083836.84-524128.6,129.653502,-52.691282
SSTSL2 J083601.12-434356.8,129.004703,-43.732455
SSTSL2 J054212.34-100211.2,85.551437,-10.036471
SSTSL2 J162854.23-501110.8,247.22597,-50.186355
SSTSL2 J122157.11-645059.9,185.487991,-64.849986
SSTSL2 J153108.54-570425.0,232.785593,-57.073631
SSTSL2 J175937.70-213454.9,269.907117,-21.581936
SSTSL2 J025811.89+202203.2,44.549543,20.367568
SSTSL2 J223157.02+590542.4,337.987614,59.095122
SSTSL2 J030734.83+591410.9,46.895144,59.236363
SSTSL2 J103056.00-591446.7,157.733363,-59.24633
SSTSL2 J120853.41-614401.1,182.222547,-61.733653
SSTSL2 J194756.55+232556.2,296.985649,23.432301
SSTSL2 J174250.68-242114.9,265.711181,-24.354164
SSTSL2 J202126.07+385155.4,305.358643,38.865409
SSTSL2 J222203.93+630039.6,335.516395,63.011018
SSTSL2 J120048.17-620309.6,180.200742,-62.052668
SSTSL2 J220505.82+571812.4,331.274258,57.303462
SSTSL2 J213728.92+573604.3,324.370522,57.60122
SSTSL2 J191907.64+143908.5,289.781862,14.652365
SSTSL2 J180227.87-262849.2,270.616152,-26.480361
SSTSL2 J180920.03-321012.4,272.333482,-32.170116
SSTSL2 J142933.26-600017.5,217.38862,-60.004881
SSTSL2 J231428.50+621400.3,348.618754,62.233439
SSTSL2 J043659.18-700602.3,69.246584,-70.100657
SSTSL2 J193243.79+174239.0,293.182472,17.710838
SSTSL2 J193315.78+181419.5,293.315763,18.238759
SSTSL2 J030820.82+595311.3,47.086786,59.886494
SSTSL2 J174626.22-311548.0,266.609291,-31.26335
SSTSL2 J193231.32+205851.2,293.13052,20.980889
SSTSL2 J205135.22+561445.4,312.896755,56.245957
SSTSL2 J073255.29-470143.9,113.230405,-47.028878
SSTSL2 J161151.56-375750.3,242.964861,-37.963981
SSTSL2 J141440.00-650809.7,213.666684,-65.136042
SSTSL2 J191522.45+102359.7,288.843578,10.399942
SSTSL2 J104731.68+591656.9,161.882019,59.28248
SSTSL2 J201144.54+381111.6,302.935588,38.186579
SSTSL2 J194235.98+211602.0,295.649921,21.267246
SSTSL2 J221614.51+565956.4,334.060473,56.99901
SSTSL2 J163410.98-463849.5,248.54579,-46.647101
SSTSL2 J194947.11+260234.1,297.446302,26.042823
SSTSL2 J053515.84-060946.6,83.816039,-6.162972
SSTSL2 J165525.71-445649.7,253.857149,-44.947142
SSTSL2 J195139.03+255108.9,297.912641,25.852493
SSTSL2 J224530.61+600108.6,341.377571,60.01908
SSTSL2 J223105.86+585307.8,337.774434,58.885517
SSTSL2 J110350.06-595835.7,165.958622,-59.976598
SSTSL2 J194822.81+271515.7,297.095067,27.254375
SSTSL2 J173514.09-311358.2,263.808749,-31.23285
SSTSL2 J222611.60+592344.1,336.548355,59.395593
SSTSL2 J193632.39+221220.9,294.134965,22.205815
SSTSL2 J171157.01-373336.5,257.987542,-37.560154
SSTSL2 J222105.36+595953.2,335.27234,59.998137
SSTSL2 J172317.81-314545.3,260.824241,-31.762587
SSTSL2 J125348.70-624944.0,193.452938,-62.828899
SSTSL2 J192802.98+184746.6,292.012429,18.796291
SSTSL2 J231018.85+623114.4,347.578551,62.520672
SSTSL2 J053914.84-074944.1,84.811862,-7.828934
SSTSL2 J195334.12+285315.4,298.392178,28.887613
SSTSL2 J141029.78-652100.3,212.624107,-65.350089
SSTSL2 J161020.70+540455.3,242.586286,54.082037
SSTSL2 J223711.07+590438.0,339.296147,59.07723
SSTSL2 J202234.54+392846.1,305.643925,39.47949
SSTSL2 J223044.60-205437.1,337.685858,-20.910311
SSTSL2 J023003.62+730435.0,37.515095,73.076397
SSTSL2 J225921.82+625401.1,344.840952,62.90031
SSTSL2 J053521.51+095329.2,83.839627,9.89146
SSTSL2 J193354.71+203320.3,293.477975,20.555666
SSTSL2 J064118.36+093941.1,100.326531,9.661432
SSTSL2 J205033.42+432547.9,312.639252,43.429975
SSTSL2 J205009.91+441521.1,312.541298,44.255883
