objid,ra,dec
SSTSL2 J220830.58+582139.3,332.127454,58.360939
SSTSL2 J054137.67-092834.7,85.406965,-9.476323
SSTSL2 J054710.89+003206.0,86.79539,0.535001
SSTSL2 J014838.57-750755.4,27.160747,-75.132078
SSTSL2 J154738.62+444851.0,236.910918,44.814193
SSTSL2 J221600.85+591951.0,334.003548,59.330837
SSTSL2 J194837.84+272829.6,297.157698,27.474891
SSTSL2 J175617.42-192914.3,269.07261,-19.487315
SSTSL2 J055655.56-695929.3,89.231512,-69.991492
SSTSL2 J030820.58+593042.3,47.085761,59.511756
SSTSL2 J195535.38+282145.2,298.897437,28.362557
SSTSL2 J171424.54+600841.7,258.602259,60.14492
SSTSL2 J052455.51+015030.7,81.231301,1.841888
SSTSL2 J114728.89-614329.2,176.870384,-61.72478
SSTSL2 J190457.71+081007.2,286.240467,8.168692
SSTSL2 J104643.40+590909.6,161.68085,59.152691
SSTSL2 J194703.37+230540.6,296.764074,23.094612
SSTSL2 J053335.80-060625.7,83.399205,-6.107165
SSTSL2 J124819.45-621018.4,192.081064,-62.171786
SSTSL2 J193900.77+222537.3,294.75322,22.427047
SSTSL2 J053318.13-042243.1,83.325545,-4.378666
SSTSL2 J174519.49-324214.2,266.331217,-32.703964
SSTSL2 J095520.41-100224.9,148.835082,-10.040257
SSTSL2 J194322.97+252122.3,295.845726,25.356216
SSTSL2 J061450.47-055010.4,93.710316,-5.836246
SSTSL2 J025244.71+594801.5,43.186301,59.800432
SSTSL2 J193304.05+191919.7,293.266885,19.322162
SSTSL2 J193746.75+201012.0,294.44481,20.170018
SSTSL2 J053102.19-720412.4,82.75915,-72.070128
SSTSL2 J053443.54-045136.3,83.681435,-4.8601
SSTSL2 J202852.48+372141.4,307.218676,37.361507
SSTSL2 J193932.79+232551.7,294.886663,23.431049
SSTSL2 J170827.22-391644.8,257.113444,-39.279131
SSTSL2 J165450.85-411046.3,253.711884,-41.179539
SSTSL2 J230009.70+614318.0,345.040457,61.721681
SSTSL2 J172347.31+593008.1,260.94716,59.502262
SSTSL2 J093338.81+414830.7,143.411711,41.808536
SSTSL2 J081908.22+211124.0,124.784262,21.190011
SSTSL2 J121740.34-803032.0,184.418098,-80.508899
SSTSL2 J204326.65+415343.7,310.861067,41.895492
SSTSL2 J163823.65+402548.8,249.598564,40.430237
SSTSL2 J041825.81+263442.7,64.607577,26.578548
SSTSL2 J045548.01+302804.8,73.950074,30.468014
SSTSL2 J105500.98-615615.8,163.754104,-61.937742
SSTSL2 J125335.17-620623.5,193.396574,-62.106551
SSTSL2 J194539.84+241117.0,296.416011,24.188066
SSTSL2 J125315.59-631448.0,193.314997,-63.246684
SSTSL2 J053444.92-004350.5,83.687181,-0.730696
SSTSL2 J151451.53-564813.1,228.714745,-56.803658
SSTSL2 J023501.66+601907.6,38.756926,60.318786
SSTSL2 J160819.26-384927.9,242.080261,-38.824428
SSTSL2 J151249.11-572753.0,228.204653,-57.464732
SSTSL2 J124757.53-620044.6,191.989728,-62.012391
SSTSL2 J115736.97-622955.3,179.40406,-62.498703
SSTSL2 J033008.21+304144.7,52.53422,30.695776
SSTSL2 J123844.07-620200.6,189.683627,-62.033512
SSTSL2 J053534.50-044654.6,83.893772,-4.781856
SSTSL2 J202627.21+425304.2,306.613387,42.884506
SSTSL2 J180302.94-200333.2,270.762255,-20.05923
SSTSL2 J193626.07+191742.0,294.108632,19.29501
SSTSL2 J054239.79-092146.4,85.665794,-9.362902
SSTSL2 J002040.14+554324.7,5.167272,55.723532
SSTSL2 J153410.43-570114.6,233.54346,-57.020742
SSTSL2 J053343.19-044714.2,83.429965,-4.787296
SSTSL2 J104824.06-593530.5,162.10028,-59.591824
SSTSL2 J191340.73+121348.0,288.419737,12.230027
SSTSL2 J170053.22-434838.8,255.221765,-43.810795
SSTSL2 J115741.09-615138.1,179.421211,-61.860595
SSTSL2 J165810.67-410703.4,254.544477,-41.117626
SSTSL2 J151437.14-564656.1,228.654762,-56.782265
SSTSL2 J053558.25-061404.4,83.99275,-6.234574
SSTSL2 J123854.27-631627.2,189.726139,-63.274249
SSTSL2 J172338.88-312642.7,260.912004,-31.445216
SSTSL2 J053036.08+120640.6,82.650337,12.111282
SSTSL2 J141302.23-615156.8,213.259305,-61.865805
SSTSL2 J115550.28-620454.7,178.95954,-62.081865
SSTSL2 J194439.72+221917.6,296.165521,22.321565
SSTSL2 J053348.22-051326.1,83.450952,-5.223934
SSTSL2 J012950.47-722022.0,22.460305,-72.339459
SSTSL2 J122429.37-620615.7,186.12239,-62.104372
SSTSL2 J193757.87+205406.4,294.491135,20.901784
SSTSL2 J020822.12-744140.1,32.092176,-74.694499
SSTSL2 J153315.64-552006.4,233.315181,-55.33513
SSTSL2 J142037.55-801255.8,215.156483,-80.215515
SSTSL2 J142415.75-794523.1,216.065633,-79.756421
SSTSL2 J084501.73-544115.1,131.257227,-54.687546
SSTSL2 J084107.01-525104.2,130.279231,-52.85118
SSTSL2 J004602.01+412318.3,11.508392,41.388417
SSTSL2 J221327.73+571847.4,333.365543,57.313188
SSTSL2 J110724.20-614900.7,166.850838,-61.816887
SSTSL2 J022146.44-032321.4,35.443515,-3.389286
SSTSL2 J044518.86-685009.0,71.328618,-68.835844
SSTSL2 J053616.89+340016.7,84.070412,34.004646
SSTSL2 J101547.76+390251.8,153.949003,39.047732
SSTSL2 J054259.12-080923.6,85.746359,-8.156562
SSTSL2 J055047.68-664025.6,87.698691,-66.673791
SSTSL2 J115702.19-614826.4,179.259127,-61.807336
SSTSL2 J052339.89+021114.9,80.916242,2.18749
SSTSL2 J195140.81+284745.4,297.920054,28.795963
SSTSL2 J053453.97-061051.9,83.724885,-6.181093
SSTSL2 J125757.55-624617.2,194.489829,-62.771469
SSTSL2 J043135.80+245045.2,67.899204,24.845901
SSTSL2 J180552.90-223918.2,271.470421,-22.655077
SSTSL2 J160440.67-194654.0,241.169497,-19.781693
SSTSL2 J194216.53+241427.5,295.568902,24.240995
SSTSL2 J143916.72+352725.4,219.819669,35.457076
SSTSL2 J004151.36-712355.6,10.464014,-71.398793
SSTSL2 J053823.48-070444.6,84.597834,-7.079072
SSTSL2 J101201.85-014200.0,153.007722,-1.700006
SSTSL2 J172821.64-303124.3,262.090197,-30.523434
SSTSL2 J053537.34-062119.2,83.905592,-6.355334
SSTSL2 J192722.57+165044.6,291.844067,16.84574
SSTSL2 J053832.68-073052.1,84.636188,-7.514497
SSTSL2 J013554.20+303550.0,23.975842,30.597234
SSTSL2 J144852.94-651324.9,222.220602,-65.223599
SSTSL2 J171039.69+592313.8,257.665397,59.387183
SSTSL2 J194529.55+223406.3,296.373125,22.568442
SSTSL2 J191419.78+121945.5,288.582441,12.329328
SSTSL2 J165454.66-444141.6,253.727758,-44.694904
SSTSL2 J013641.24+485437.6,24.171867,48.91045
SSTSL2 J142845.99+342326.3,217.191656,34.390653
SSTSL2 J053608.36+341012.2,84.034867,34.170063
SSTSL2 J195150.74+253438.0,297.961458,25.577227
SSTSL2 J064134.51-510259.0,100.39381,-51.049738
SSTSL2 J143247.84-600024.8,218.199358,-60.006908
SSTSL2 J194723.61+265110.1,296.848376,26.852808
SSTSL2 J194106.10+211221.3,295.275421,21.205928
SSTSL2 J161025.89-382707.1,242.607883,-38.451999
SSTSL2 J195502.65+263955.4,298.761055,26.66541
SSTSL2 J165921.83-413652.8,254.840964,-41.614668
SSTSL2 J013355.79+310130.9,23.48246,31.025267
SSTSL2 J161019.82-383606.8,242.582621,-38.601894
SSTSL2 J215535.00+645122.4,328.895857,64.856237
SSTSL2 J201702.17+415935.9,304.259065,41.993326
SSTSL2 J224800.00+603930.7,342.000031,60.658532
SSTSL2 J194931.61+270851.4,297.381727,27.147632
SSTSL2 J064137.26+094506.9,100.405289,9.751929
SSTSL2 J105605.06+584854.6,164.021084,58.815168
SSTSL2 J122227.86-614743.0,185.616084,-61.795293
SSTSL2 J053519.86-012026.7,83.83279,-1.340769
SSTSL2 J105404.51-620826.2,163.518816,-62.140634
SSTSL2 J123150.16-565300.7,187.95903,-56.883547
SSTSL2 J163205.63-191232.3,248.023492,-19.208978
SSTSL2 J160330.04+550956.4,240.875205,55.165667
SSTSL2 J095812.81+020124.9,149.553402,2.023594
SSTSL2 J194224.22+220945.0,295.600943,22.162513
SSTSL2 J015201.24-740921.8,28.005188,-74.15608
SSTSL2 J053538.59-062343.1,83.910805,-6.395333
SSTSL2 J053857.02-065259.2,84.737618,-6.88312
SSTSL2 J143614.76+352703.0,219.061528,35.450843
SSTSL2 J053325.11-040329.9,83.354626,-4.058318
SSTSL2 J105251.81-603548.4,163.215902,-60.596799
SSTSL2 J053528.46+100227.5,83.868589,10.040985
SSTSL2 J011622.37-733051.7,19.093235,-73.514365
SSTSL2 J053354.87-005229.9,83.478654,-0.874999
SSTSL2 J194842.90+234448.3,297.178767,23.746774
SSTSL2 J101627.34+393019.6,154.113924,39.505455
SSTSL2 J060757.44-674550.2,91.989374,-67.763972
SSTSL2 J215550.43+122723.1,328.960141,12.456432
SSTSL2 J195223.60+251747.4,298.09835,25.296517
SSTSL2 J081059.77-371637.3,122.749051,-37.277039
SSTSL2 J122407.60-714405.0,186.031671,-71.734731
SSTSL2 J170156.13-431546.7,255.483912,-43.262986
SSTSL2 J171633.55-265825.2,259.139792,-26.973677
SSTSL2 J195348.65+282940.0,298.452714,28.494463
SSTSL2 J192321.53+135105.8,290.839721,13.851623
SSTSL2 J084901.75-441332.7,132.257302,-44.225763
SSTSL2 J193004.31+192803.1,292.51798,19.46755
SSTSL2 J184008.66-074659.8,280.036108,-7.783281
SSTSL2 J195309.05+255046.9,298.287717,25.846383
SSTSL2 J053555.84+095621.7,83.982696,9.939383
SSTSL2 J071803.03+374054.5,109.512645,37.681813
SSTSL2 J071911.06-250636.7,109.796111,-25.1102
SSTSL2 J061226.50-063517.5,93.110427,-6.588213
SSTSL2 J110609.65-594652.4,166.540224,-59.781242
SSTSL2 J195336.34+265406.8,298.401445,26.901916
SSTSL2 J171412.17+584656.1,258.550742,58.782266
SSTSL2 J170006.09-440147.7,255.025411,-44.029938
SSTSL2 J043355.97+261538.9,68.483224,26.260814
SSTSL2 J083723.48-433756.0,129.347858,-43.632238
SSTSL2 J192723.58+183659.7,291.848289,18.616595
SSTSL2 J054338.76-670323.6,85.911521,-67.056561
SSTSL2 J115111.68-615422.6,177.798697,-61.906303
SSTSL2 J161242.53-380003.9,243.17722,-38.001105
SSTSL2 J202204.20+383836.1,305.517536,38.643379
SSTSL2 J163955.00+402710.6,249.979171,40.452966
SSTSL2 J053612.32+340535.9,84.051367,34.093327
SSTSL2 J053118.14-724340.4,82.825593,-72.727914
SSTSL2 J190212.01-370309.3,285.550058,-37.052597
SSTSL2 J061029.25-053152.4,92.6219,-5.531243
SSTSL2 J141722.28-803102.4,214.342841,-80.517344
SSTSL2 J113719.40-612600.2,174.330838,-61.433403
SSTSL2 J162313.69-230358.1,245.807046,-23.066153
SSTSL2 J053610.85-013138.1,84.04521,-1.527275
SSTSL2 J222801.60+604849.8,337.006693,60.813845
SSTSL2 J054240.17-021125.6,85.667412,-2.190466
SSTSL2 J174707.09-274401.0,266.77957,-27.733628
SSTSL2 J033259.17-272058.1,53.246563,-27.349485
SSTSL2 J222335.15+632556.9,335.89648,63.43249
SSTSL2 J190659.11+055608.2,286.746305,5.935623
SSTSL2 J143728.63-605900.7,219.369296,-60.983532
SSTSL2 J162856.03-233106.9,247.233491,-23.518592
SSTSL2 J042009.81-550340.6,65.040908,-55.061296
SSTSL2 J192616.41+182338.8,291.568394,18.394119
SSTSL2 J194412.26+222000.3,296.051086,22.333432
SSTSL2 J023459.96+730049.1,38.749854,73.013646
SSTSL2 J053338.56-051312.3,83.4107,-5.220106
SSTSL2 J170218.22-402317.0,255.57593,-40.388079
SSTSL2 J143422.66+335847.7,218.594456,33.979939
SSTSL2 J114755.87-624005.6,176.982796,-62.668249
SSTSL2 J190340.81+071344.8,285.920052,7.229133
SSTSL2 J193840.78+223350.8,294.669947,22.564132
SSTSL2 J193430.95+185136.5,293.628966,18.860139
SSTSL2 J125221.58-631352.0,193.089931,-63.23113
SSTSL2 J053354.76-041627.2,83.478169,-4.274234
SSTSL2 J204329.85+674655.0,310.874381,67.781948
SSTSL2 J224407.37+590543.8,341.03073,59.095525
SSTSL2 J053556.50-003103.5,83.98545,-0.517653
SSTSL2 J130717.98-774052.9,196.82492,-77.681387
SSTSL2 J053804.18-072204.4,84.517426,-7.367907
SSTSL2 J194239.97+244713.2,295.666577,24.787007
SSTSL2 J202313.33+385203.8,305.805544,38.867729
SSTSL2 J191515.61+092823.3,288.815078,9.473141
SSTSL2 J033144.25-273348.7,52.934404,-27.563539
SSTSL2 J064208.68+094121.8,100.536175,9.689394
SSTSL2 J162248.64-230217.7,245.702704,-23.038272
SSTSL2 J193712.06+191527.2,294.300271,19.257566
SSTSL2 J114145.51-622427.3,175.439648,-62.407608
SSTSL2 J195651.43+281540.2,299.21433,28.261168
SSTSL2 J210406.85+501317.9,316.028554,50.221658
SSTSL2 J105222.67+573958.0,163.09447,57.666112
SSTSL2 J104313.21+593736.3,160.805077,59.626763
SSTSL2 J195540.77+271826.7,298.919906,27.307443
SSTSL2 J051455.33-712648.5,78.730573,-71.446811
SSTSL2 J014942.92-740036.4,27.428857,-74.01013
SSTSL2 J054116.14-093017.1,85.317285,-9.504776
SSTSL2 J160943.94-385525.1,242.433116,-38.923653
SSTSL2 J103329.90+581254.7,158.374609,58.21521
SSTSL2 J135218.26+312559.8,208.076115,31.433293
SSTSL2 J105453.30-611312.0,163.722108,-61.22001
SSTSL2 J004733.72+425855.6,11.890501,42.982135
SSTSL2 J021534.63-750543.8,33.894312,-75.095508
SSTSL2 J043440.64+235927.5,68.66934,23.990981
SSTSL2 J053736.66-070304.6,84.402764,-7.051299
SSTSL2 J025723.68+191620.1,44.348688,19.27225
SSTSL2 J110310.35-601318.9,165.793141,-60.221942
SSTSL2 J203002.16+371217.3,307.509036,37.204807
SSTSL2 J195527.35+264851.9,298.863973,26.814439
SSTSL2 J131712.47-634557.1,199.301967,-63.765884
SSTSL2 J143931.75-591148.3,219.882321,-59.196771
SSTSL2 J012125.27-712504.2,20.355319,-71.41786
SSTSL2 J165904.41-405041.6,254.768381,-40.844894
SSTSL2 J195339.69+284108.7,298.415415,28.685769
SSTSL2 J131824.96+323908.6,199.604029,32.65241
SSTSL2 J081753.46-401025.8,124.472759,-40.173849
SSTSL2 J082123.60-393830.6,125.348351,-39.641844
SSTSL2 J025657.83+195325.3,44.240959,19.890363
SSTSL2 J192616.78+171842.0,291.569926,17.311691
SSTSL2 J075620.55-390354.4,119.085655,-39.065114
SSTSL2 J061354.94-062234.7,93.478943,-6.376307
SSTSL2 J153404.95-551432.9,233.520633,-55.242489
SSTSL2 J172427.35-374542.7,261.113996,-37.761865
SSTSL2 J054030.35-093553.2,85.126483,-9.598117
SSTSL2 J021602.36-742622.2,34.009861,-74.439506
SSTSL2 J220951.92+570221.6,332.466334,57.03935
SSTSL2 J180302.08-252707.1,270.75867,-25.451991
SSTSL2 J194431.15+240837.3,296.129813,24.143709
SSTSL2 J052939.14+014915.5,82.413093,1.820993
SSTSL2 J224339.57+595547.5,340.914897,59.929878
SSTSL2 J122708.15-712838.2,186.783995,-71.477294
SSTSL2 J122615.18-713456.4,186.563278,-71.582339
SSTSL2 J220602.58+585737.0,331.510781,58.960296
SSTSL2 J195116.06+284639.1,297.816953,28.777542
SSTSL2 J142958.60-594630.7,217.494194,-59.775207
SSTSL2 J174654.35+053836.5,266.726478,5.643495
SSTSL2 J055125.50-681836.1,87.856276,-68.310035
SSTSL2 J083847.26-524432.4,129.696952,-52.742341
SSTSL2 J101328.90-014232.5,153.370441,-1.70903
SSTSL2 J195234.56+264329.4,298.144004,26.724835
SSTSL2 J194831.39+270213.0,297.130823,27.036956
SSTSL2 J190157.45+063044.7,285.48938,6.512434
SSTSL2 J194537.96+255701.0,296.408203,25.950288
SSTSL2 J193327.61+204913.4,293.365061,20.820412
SSTSL2 J154113.81-543206.7,235.307543,-54.535209
SSTSL2 J022122.77+570124.0,35.344908,57.02334
SSTSL2 J172957.13-323612.1,262.488063,-32.603387
SSTSL2 J143609.39+331840.3,219.039153,33.3112
SSTSL2 J193238.22+191439.6,293.159271,19.244343
SSTSL2 J194442.57+254728.0,296.177388,25.79112
SSTSL2 J190712.47+060424.4,286.801969,6.073466
SSTSL2 J190556.16+054321.0,286.484012,5.72252
SSTSL2 J053406.95-063207.8,83.528972,-6.535516
SSTSL2 J174715.03-313315.7,266.812663,-31.554388
SSTSL2 J053826.03-073759.1,84.608465,-7.633099
SSTSL2 J221341.21+592943.7,333.42174,59.495476
SSTSL2 J193406.10+213036.5,293.525425,21.51016
SSTSL2 J164923.16+344628.6,252.346514,34.774635
SSTSL2 J203320.86+381643.7,308.336948,38.278828
SSTSL2 J110424.95-594908.1,166.103962,-59.818923
SSTSL2 J053256.35-671648.6,83.234799,-67.280184
SSTSL2 J144034.42-591937.1,220.143427,-59.326995
SSTSL2 J172139.43+590853.6,260.414325,59.148228
SSTSL2 J182919.36-045754.6,277.330678,-4.965183
SSTSL2 J053831.38-003957.1,84.630763,-0.665862
SSTSL2 J180326.68-221322.1,270.861177,-22.222812
SSTSL2 J124216.09-634900.1,190.567071,-63.816697
SSTSL2 J192925.18+185716.1,292.35494,18.954482
SSTSL2 J073128.74-470434.1,112.869752,-47.076164
SSTSL2 J124816.22-615922.8,192.067622,-61.989678
SSTSL2 J151220.32-585546.5,228.084675,-58.929608
SSTSL2 J195621.04+272009.0,299.087698,27.33586
SSTSL2 J161036.15+212814.5,242.650662,21.470707
SSTSL2 J230021.31+601619.9,345.088825,60.272201
SSTSL2 J071407.28+143435.1,108.530367,14.576424
SSTSL2 J195249.80+260949.1,298.207522,26.163643
SSTSL2 J053232.09+104417.9,83.133711,10.738315
SSTSL2 J122807.89-632914.3,187.032908,-63.487316
SSTSL2 J143207.62-611724.5,218.031768,-61.290152
SSTSL2 J053408.85-012653.0,83.536881,-1.448083
SSTSL2 J121926.68-802115.2,184.861208,-80.354249
SSTSL2 J221930.37+593954.4,334.876563,59.66513
SSTSL2 J141711.52-600513.4,214.29802,-60.087062
SSTSL2 J193307.68+205035.3,293.282006,20.843159
SSTSL2 J022506.27-042846.6,36.276128,-4.479614
SSTSL2 J141525.79-802549.4,213.857487,-80.430414
SSTSL2 J042125.57+271131.3,65.35656,27.192051
SSTSL2 J194421.65+254132.3,296.090209,25.692322
SSTSL2 J023043.85+730647.2,37.682745,73.113117
SSTSL2 J143839.20+341339.5,219.663365,34.227656
SSTSL2 J181145.10+633059.6,272.937917,63.516558
SSTSL2 J001955.75+215725.6,4.982323,21.957135
SSTSL2 J052551.83+014736.0,81.465998,1.793355
SSTSL2 J061208.05-061845.8,93.033556,-6.312729
SSTSL2 J180200.63-253505.5,270.502664,-25.584877
SSTSL2 J125532.43-623404.6,193.885144,-62.567971
SSTSL2 J163922.59+404934.8,249.844128,40.826361
SSTSL2 J053633.95+340717.4,84.141466,34.121527
SSTSL2 J160250.65-240505.9,240.711059,-24.084992
SSTSL2 J164702.64-093234.3,251.761023,-9.542886
SSTSL2 J125518.33-623242.6,193.82638,-62.545178
SSTSL2 J003057.96-740025.8,7.741506,-74.007194
SSTSL2 J173129.08-324414.3,262.871203,-32.737332
SSTSL2 J191510.58+090840.2,288.794117,9.144505
SSTSL2 J210055.54+681127.3,315.231428,68.190925
SSTSL2 J220902.85+573223.5,332.261914,57.539878
SSTSL2 J115823.18-620025.8,179.596594,-62.007189
SSTSL2 J054256.93-082250.2,85.737241,-8.380625
SSTSL2 J153630.04-554744.2,234.125204,-55.795622
SSTSL2 J051157.41-655859.7,77.989223,-65.983258
SSTSL2 J174353.35-251050.1,265.972329,-25.180602
SSTSL2 J195352.90+283253.2,298.470432,28.548133
SSTSL2 J193054.87+161854.4,292.728632,16.315132
SSTSL2 J125040.95-785108.9,192.670631,-78.852476
SSTSL2 J141356.37-002347.6,213.484904,-0.396581
SSTSL2 J164627.55-452351.6,251.61482,-45.397673
SSTSL2 J173401.47-341959.1,263.506154,-34.333098
SSTSL2 J021607.40-750831.1,34.030866,-75.141974
SSTSL2 J220838.67+585727.4,332.161144,58.957626
SSTSL2 J123020.16-622413.4,187.584003,-62.403723
SSTSL2 J125838.17-621147.3,194.659056,-62.19649
SSTSL2 J192040.42+122023.6,290.168454,12.339891
SSTSL2 J004526.43-741305.6,11.360154,-74.218245
SSTSL2 J195334.36+255835.1,298.393192,25.976419
SSTSL2 J175536.87-211228.0,268.903663,-21.207786
SSTSL2 J161348.49+542715.5,243.452079,54.454329
SSTSL2 J204135.86+672001.2,310.399422,67.333686
SSTSL2 J143257.66+460526.4,218.240287,46.090673
SSTSL2 J053402.01-044453.9,83.508403,-4.748312
SSTSL2 J021923.64-744805.8,34.848532,-74.801633
SSTSL2 J221813.72+602542.5,334.557201,60.428482
SSTSL2 J154211.37-343238.9,235.547405,-34.544145
SSTSL2 J061401.61-064147.9,93.506717,-6.696646
SSTSL2 J224446.64+595256.8,341.194337,59.882465
SSTSL2 J160958.26-385854.1,242.492759,-38.981709
SSTSL2 J122543.31-615843.6,186.430465,-61.978798
SSTSL2 J022301.11+571600.2,35.754642,57.266745
SSTSL2 J030700.95+592716.6,46.753991,59.454618
SSTSL2 J053536.42-041619.9,83.901785,-4.272202
SSTSL2 J023813.02+620023.3,39.554285,62.006484
SSTSL2 J131728.22-634555.9,199.367601,-63.765539
SSTSL2 J211901.22-633700.7,319.755111,-63.616883
SSTSL2 J051510.64-671633.0,78.794342,-67.275842
SSTSL2 J023030.68+601336.4,37.627873,60.226792
SSTSL2 J195513.42+280617.7,298.805936,28.10493
SSTSL2 J195257.77+261833.3,298.240743,26.309261
SSTSL2 J195134.78+261748.0,297.894956,26.296677
SSTSL2 J162444.10+423609.5,246.183787,42.60265
SSTSL2 J193847.12+201726.2,294.696355,20.290631
SSTSL2 J061409.92-060404.7,93.541347,-6.06798
SSTSL2 J174334.64-250538.0,265.894351,-25.09391
SSTSL2 J191420.97+084547.8,288.587397,8.763282
SSTSL2 J203758.45+402904.7,309.493563,40.484657
SSTSL2 J130038.02-630507.7,195.158418,-63.085499
SSTSL2 J195131.74+271429.8,297.882287,27.241629
SSTSL2 J043621.48+271912.4,69.089518,27.320113
SSTSL2 J205254.19+432118.9,313.225797,43.355257
SSTSL2 J172405.58-313009.8,261.023252,-31.502732
SSTSL2 J171633.45+602205.0,259.139396,60.368082
SSTSL2 J121754.65-615835.4,184.47773,-61.976515
SSTSL2 J142345.62-800508.0,215.940121,-80.085575
SSTSL2 J220955.39+575015.2,332.480794,57.837568
SSTSL2 J055143.22-675151.8,87.930114,-67.864406
SSTSL2 J194900.95+263746.1,297.253965,26.629475
SSTSL2 J105002.87-604749.9,162.511994,-60.79721
SSTSL2 J180033.98-285157.6,270.141584,-28.866011
SSTSL2 J142608.99-594809.2,216.537486,-59.802563
SSTSL2 J164943.42-461923.9,252.43095,-46.32331
SSTSL2 J205947.89+501432.1,314.949546,50.242257
SSTSL2 J113805.43-612518.4,174.522629,-61.421788
SSTSL2 J023256.39+601121.2,38.234963,60.189243
SSTSL2 J022657.13-742016.3,36.738049,-74.337886
SSTSL2 J172651.57-365854.4,261.714894,-36.981781
SSTSL2 J050029.48-702328.1,75.122838,-70.391159
SSTSL2 J164738.29-135619.6,251.909569,-13.938803
SSTSL2 J165028.82-434204.7,252.620089,-43.701321
SSTSL2 J223448.68+611454.4,338.702836,61.248457
SSTSL2 J130356.10-771245.9,195.983769,-77.212774
SSTSL2 J180152.98-280656.7,270.470766,-28.115753
SSTSL2 J171645.24-370241.0,259.188504,-37.044735
SSTSL2 J221823.02+572905.9,334.595957,57.484973
SSTSL2 J084114.35-531258.7,130.309817,-53.216321
SSTSL2 J053936.42-070058.6,84.90178,-7.016301
SSTSL2 J223244.22+584118.7,338.184275,58.688544
SSTSL2 J135034.68-622031.0,207.644528,-62.341957
SSTSL2 J143246.07+460513.7,218.191964,46.087146
SSTSL2 J160443.03-231826.0,241.179311,-23.307247
SSTSL2 J053339.70-680440.6,83.415419,-68.077957
SSTSL2 J192849.65+185434.7,292.206909,18.909651
SSTSL2 J220330.89+581412.3,330.878727,58.236776
SSTSL2 J123316.27-624246.6,188.3178,-62.712948
SSTSL2 J193643.73+185414.5,294.182211,18.90405
SSTSL2 J130253.35-620227.9,195.72231,-62.041091
SSTSL2 J095031.99+685240.7,147.633318,68.877979
SSTSL2 J104400.53+581106.7,161.002212,58.185199
SSTSL2 J161949.90-153724.9,244.957937,-15.623596
SSTSL2 J193955.01+205416.0,294.979225,20.904457
SSTSL2 J045950.23-260252.9,74.959302,-26.048033
SSTSL2 J195425.21+274844.6,298.605051,27.812406
SSTSL2 J132723.90-615253.2,201.849613,-61.881451
SSTSL2 J235634.96+161511.3,359.145672,16.253141
SSTSL2 J013251.28+300814.1,23.213696,30.13726
SSTSL2 J222443.10-015850.5,336.179621,-1.980711
SSTSL2 J175246.03-213328.1,268.191822,-21.557827
SSTSL2 J195429.66+265527.2,298.623591,26.924243
SSTSL2 J110209.29-600835.7,165.538718,-60.143269
SSTSL2 J192714.16+185928.3,291.809041,18.991212
SSTSL2 J195606.94+281710.3,299.028922,28.286196
SSTSL2 J183413.20-020603.7,278.555033,-2.101048
SSTSL2 J170811.44-420831.8,257.047686,-42.142174
SSTSL2 J053217.88-003141.4,83.07452,-0.528181
SSTSL2 J210149.49+770547.9,315.45623,77.096655
SSTSL2 J174512.94+054950.4,266.303948,5.830679
SSTSL2 J143200.36-612429.1,218.001512,-61.408093
SSTSL2 J060704.82-053125.6,91.770089,-5.5238
SSTSL2 J192951.09+194835.8,292.462889,19.809966
SSTSL2 J142724.53-594319.1,216.852223,-59.721984
SSTSL2 J221558.77+583104.9,333.994895,58.518054
SSTSL2 J184839.33+002342.9,282.163893,0.395258
SSTSL2 J175559.82-213450.4,268.999283,-21.580692
SSTSL2 J172700.29-332935.1,261.75121,-33.493101
SSTSL2 J225404.59+594802.6,343.519132,59.800746
SSTSL2 J053337.43-041015.9,83.405999,-4.171101
SSTSL2 J193213.05+200622.1,293.054376,20.10614
SSTSL2 J192208.28+122311.1,290.534504,12.386426
SSTSL2 J132519.96-615448.6,201.333173,-61.913513
SSTSL2 J192009.69+122420.5,290.04041,12.405706
SSTSL2 J195522.59+265308.7,298.844131,26.885772
SSTSL2 J084252.25-790654.6,130.717738,-79.115174
SSTSL2 J172312.51+593937.9,260.802137,59.660537
SSTSL2 J115254.17-623009.9,178.225742,-62.502766
SSTSL2 J162244.94-231713.4,245.687282,-23.287072
SSTSL2 J195216.08+260438.2,298.067034,26.077287
SSTSL2 J163811.48-242911.9,249.547866,-24.486655
SSTSL2 J124914.34-785142.9,192.309772,-78.861937
SSTSL2 J005106.07+511136.0,12.775322,51.193335
SSTSL2 J023144.79+601427.5,37.936643,60.24099
SSTSL2 J113637.66-614226.5,174.156958,-61.70737
SSTSL2 J022841.56+603547.5,37.1732,60.596537
SSTSL2 J193246.56+191246.6,293.194021,19.212957
SSTSL2 J152645.25-573330.1,231.688575,-57.558376
SSTSL2 J193442.74+184449.6,293.6781,18.747127
SSTSL2 J221813.75+585232.4,334.557313,58.87567
SSTSL2 J160930.18-205953.7,242.375759,-20.998266
SSTSL2 J193946.80+231725.4,294.945017,23.290395
SSTSL2 J125817.83+270110.8,194.574298,27.019683
SSTSL2 J053218.49-001910.1,83.077042,-0.319473
SSTSL2 J053700.32-052508.4,84.251351,-5.419028
SSTSL2 J012335.33+331440.5,20.897231,33.244598
SSTSL2 J210140.55+445927.3,315.418983,44.990928
SSTSL2 J053335.16-005535.4,83.396505,-0.926515
